"tweet","username"
"I try. I really try very hard to maintain a sense of positivity. But this a bloody farce #Astana #Sad #Angry #JustAboutPastCaring","@pariswheels"
"So it's all true...it's all about this fucking pirate #StopOnceUponAHook #Angry #Disappointment","@darker_dearie"
"@ultm8swfans just now reading this...Despicable. There is no place for this behavior in our sport or society. #saddened #angry","@katadams68"
"#Heartbroken #Angry #Frustrated But above all that... I'm #proud of the #Orioles. My Grammy would have been, too. #IBackTheBirds","@blue_poppy_girl"
"And when you teacher asks you Phd. Level question in you 1st project evalvation thats knwn as #Chutzpa #Angry","@Aimangeelani"
"Don't waste your time getting #angry and #hating people. That's not going to change anything!! #Pray for them. ~Marcela~","@urUnconditional"
"If you do something I don't like I'm gonna say something the next time I got to tell you imma smash you! #mine #angry #fuckwhatchuheard","@wAsTeDrichness"
"@Crowleypants shhh and #VoteForSPN #TwitterFandomWar2014 vote.pollcode.com/63285586 we are not winning now!!! #angry","@SPN_DeanW"
"@BrendaPerrott I am in contact with the director is a small 501(c)(3) rescue who verifies their name is removed!! #ANGRY @NYCMayorsOffice","@whskr"
"'When you are not #satisfied with your own #self, you are #angry with everybody else.' - His Holiness #YounusAlGohar pic.twitter.com/DSuZVG98KB","@mehdifoundation"
"If authorities were worth trusting, they wouldn’t be in such danger from small groups. Also, I shouldn’t watch mainstream news. #angry","@willowbl00"
"Photo: #inktober #angry #day13 tmblr.co/ZVam3y1T2Tddl","@Dustpiggies"
"I just wish our Nigeria Government can ban our Reps from participating in BBA the hate from other countries is too much #BBAHotShots #Angry","@bibilious"
"I liked Blonde Electra, they were fun, #angry","@sunshinemartyn"
"If respect is what you give Respect is what you get Anger on steals smiles Which no one forgets #micropoetry #angry","@crazy_poet_"
"@Nikita12S u were #romantic #hilarious #adorable #naughty #angry #cute #supercoollawyer as #Urmi in #LBC & dat's wat make us mad about u","@shivikaagarwal4"
"When #talking to your #child, make sure you don't sound #angry or defensive, he will tune you out! #parenting #kids","@daily_parenting"
"Glad I actually got what I ordered. @amazon #AmazonDidMeDirty #Angry pic.twitter.com/l1cIJkKtT7","@EmilyDurf"
"Uh oh... WORLD'S ANGRIEST CAT ALERT!! ---> bit.ly/1yMPEr7 #grumpycat #angry #cat #garfi #persiancat #unhappy pic.twitter.com/AC1Kna3sTt","@Fuzmo"
"+++“@daily_parenting When you are #angry at your #child, try to divert your anger with #humor. #parenting”","@Abou_Souleym"
"Breaking a family legendary for OQ Pffff! #Angry Regina deserves better than to be in this position #OuatS4 @AdamHorowitzLA","@Biinndy"
"""For every minute you are #angry, you lose 60 seconds of #happiness."" - Ralph Waldo Emerson #behappy #smile","@hopesbc"
"srsly mom i'm such a good kid #angry pic.twitter.com/6562ynG5r3","@changbang27"
"Imam #Ahmad said: Good manners is not to get #angry, not to think bad about others","@khaled_Aljubair"
"Speak whn u r #angry nd u vil make d bst speech u vil evr regret....","@7_Kratos_"
".@MikeRossUpdates: ""I've never been accused of hollering before""?! Ha. Doubtful. #angry","@HollySales"
"Nothing irritates me MORE than when my hard work isn't even acknowledged let alone APPRECIATED!! And is just thrown back in my face! #angry😡","@laurenmackensie"
"Word of advice: Never remind @Middlesex_CCC President, Clive Radley, that he got 29 ducks in his List-a career #Angry pic.twitter.com/4w6Wfun2Hi","@Steve_Fletcher"
"""@berta_always: Beckett insists in figure it out together but still Castle is doing all by his own. 😒😞"" I hate this so so so much!!!! #angry","@ImAStanasDevil"
"Still pissed about SEC officials blowing that call against Florida. Should be 5-0 #angry pic.twitter.com/uJvrezNp9q","@tnjordon"
"Being ""successful"" because you're able to follow instructions is not my definition of success. Way too low of a bar for our students. #angry","@karlfisch"
"Angry Bird ... Just another day working at Spirit Halloween #fun #funny #angry birds #costumes… instagram.com/p/ty1croqlgi/","@Lundstrum721"
"@yeyo_mcmxcvi Hold up. Are you still hangry?? #angry #hungry","@ViztangoCafe"
"Shoulder charge... Least Graham didn't try to bite his ear like a few years ago 👂#angry #NFLGF","@BommaMoles7"
"Angry sunset #angry #sunset #timelapse #sunday #sundayvine vine.co/v/OKq39V625B9","@2Btraveler"
"@Dinki777 @Cutwitts I don't suppose anyone would actually dream of feeding them - so they are starved as well! #angry #tweet4taiji","@janodo36"
"@KimKardashian check out the #shopperssisters new song ""boost blowout"" it's based on a true story! @cecedaviss #angry #diabetes #beauty #art","@Dustin_Meagher"
"Bad guys know they messed up when... #dbz #gamer #alldev #sega #retrogaming #art #anime #manga #otaku #goku #angry pic.twitter.com/my0w9GSms8","@ShinHanzoGames"
"We the fans must let the @tigers organization know how #ANGRY we are through the #POWER of the @MLive comment section #FireAusmus","@FireAusmus"
"Come to Bladder Bust @KilroysSports at 10pm! 50c cups of @SamuelAdamsBeer tonight! #BostonLager #JackoTraveler #Octoberfest #Angry Orchard","@MonBeerKyle"
"Big Hof went for 3TD's last night #beast #angry-back instagram.com/p/tslBIfn-WN/","@Mikehebb42"
"That time that everyone was playing #Angry Birds. 🐤🐦 #ThrowbackThursday #DoesAnyoneStillPlayThatGame? instagram.com/p/tqWYrwMsrs/","@chompersthecorg"
"#Thowback to Our #Angry & #Arrogant #AahilRazaIbrahim...How much #Love has changed him!😍❤@RealKVB @forum32dotcom pic.twitter.com/jV2ziAIW1c","@WorldOfKVB"
"Rito las ranked... #Rito #ranked #leagueoflegends #angry #gamergirl vine.co/v/OmwnX3WZFKl","@Marionsitah"
"1/3 Another #angry woman in #TST: This is not your road, it's the road of all #HKers. #OccupyHongKong #hongkong pic.twitter.com/q7rkXpfJJv","@youngposthk"
"This whole day I've been typing out things to tweet and then erasing it. I think that might be best 😳 #angry","@Sidney_Mae"
"@AndrewMcMorrin @NewsnetScotland We must be able to call for a re-run of the vote. That cannot be allowed to get away with this. #ANGRY","@west_views"
"cannot STAND when people get everything handed to them,if others have to work for what they get then why should you just be given it😡 #angry","@sophhhhhie_"
"If you are #angry at anyone, let it go right now and be #happy today.","@TheWizKhalifa"
"Good shot! Guess who? (and it's not Fed..) #racquet #smash #tennis #angry #tokyo @rakutenopen @ATPWorldTour pic.twitter.com/ISr3yFAjLH","@EllaLing23"
"I want a bandanna #mad #angry #style","@DaveWestnerrr"
"I will not be lectured to by a multi-millionaire worth £4.8 million on working families and the deserving poor #con14 #angry","@HanLP"
"Osborne ""choose the future""; Well, sorry Gideon, I choose a future for all, not sacrifice by the many for the Tory few #angry #ForTheFew","@HanLP"
"Don't tell me not to be #angry ask me why hitrecord.org/records/1677847 #feminism @ponytailscapris @MottelZ @ShugZ @annmarieamick","@honest_creative"
"Rubik's Cube makes us all feel like this sometimes! #angry #rubikscube pic.twitter.com/FYBKc8plXc","@Rubiks_Official"
"It appears i'm quite an #Angry cyclist sometimes.... #SWorks #Pinarello #Sako7Socks #CRC #Mavic #GreatOrmeRR pic.twitter.com/EDmSupyXJC","@mattbithell"
"$8 billion for a toll road, when did I vote for this? #EWLink #angry #springst @3AW693","@AliBeard35"
"Us black folk came along way Feeling #Empowered #Angry #Black","@TheGreatHoodini"
"Just because you're #angry, doesn't mean you have the RIGHT to be #cruel!","@MySprints"
"I will not tolerate people twisting things to make the people I care about look bad. I will confront you and I will tear you apart. #angry","@Annie_Wilk"
"No one ELSE is can MAKE you mad, unhappy, #angry. YOU are the one #ALLOWING the feelings by CHOOSING to RE-ACT to someone else's #BELIEFS.","@MyPowertalk"
"That feel u get when homecoming game gets canceled half way through😡#angry#lighting#lovemyteam#timefor Madison","@BichselTravis"
"I #HateIt when people spell my name wrong especially with and L! #Angry","@Iestyn_Rees"
"mcdonalds gave me 9 chicken nuggets not 10!!! #furious #angry #betrayed #sadtweet","@marleeforman"
"Did I mention I'm boycotting @GreysABC because I can't watch Season 10 anywhere to catch up !!!! 😡 #angry","@Tiffanny_lynn"
"This furr-ocious #cat is seriously #ANGRY about her new haircut. Like, seriously. WATCH: abcn.ws/1ysPXY4 pic.twitter.com/sxdoyYY5qE","@GMA"
"I'm really angry don't ask !!! #angry #morons pic.twitter.com/61zwB6ALhs","@ludditeViv"
"Ohh my Gawdd! That fierce expression on @Beatking_Sumedh 's face! #Angry You literally scared us 😣 This is what we call ""Perfect""","@Beatking_fc"
"Good news is 44 students were on time for the bus at 6:00 am. Bad news the bus driver overslept. #angry #iSchoolRT","@jhrubin"
"Hell Hath No Fury... #actors #actorslife #casting #angry #scorned #hellsfury #goodaudition #agent @misstephcantu pic.twitter.com/OUPvyVYvkn","@bjornwilde"
"The other way around:) @RovioHQ #angry birds #appcademy pic.twitter.com/BZO2Ozi2dW","@KaticaBabarczi"
"iOS 8 ... 4.7GB of free space ... Hmm let me delete every photo every app and every song ... I'll pass thanks apple #angry #FedUp #angry","@LachySudlow"
"Why would u want unlimited Kindle books for £96p.a.? Because u still want a real book! You won't get rid of us that easily Amazon.#angry","@BookendsCarl"
"You don't have to love Nancy but you can't tell bad words to her!😡 You make #3ajarem sad and #angry please don't do!😤 Understood❔","@TurkeyNancy"
"""You're gonna give me your name and phone number"" #angry ""My phone number?"" ""No, the office's. I don't need yours, I'm already married.""","@pennylafreak"
"Not a good cook... But very expressive. #Angry #Dinner pic.twitter.com/0RUV39O3mw","@StuporMom"
"Seriously, if I had a superpower, it would be exposing trolls and hanging them upside down from a flag pole. #angry","@VickiEssex"
"Looking forward to a day off so I can record... Ridiculously busy lately. #Angry","@ZombieKittyYT"
"Long and interesting day. Volans & Ives with @BBCSO On later to @TheBachChoir for @bobchilcott #Angry Planet.","@davidhconductor"
"I feel like, if I was single, I would totally end up in bed with @marcmaron. It would just be inevitable. #OddballFest #marcmaron #angry","@senorakatie"
"@thenia we've had to go home because all car parks were full. So we have missed Lee Evans. I think you need to expand the car parks #angry","@BeckyWebb16"
"#angry #numb #MikeBrown #justiceNOW @ShaunKing exposes Ferguson PD lie about distance from SUV storify.com/VeryWhiteGuy/s… via @verywhiteguy","@traceyfromkc"
"Don't u mess with with #shivRajShekhar ! #angry @sidharth_shukla @ColorsTV #balikaVadhu😉 Credits : @SanK_Siddian pic.twitter.com/WsOqFx1iIb","@Siddians"
"my biggest annoyance with apple is that you can't delete their apps #angry","@katsten"
"As a trade unionist I will have no truck with schools abusing @JobbridgeNIS to fill positions. I abhor exploitation like this! #angry","@dulchiewhelan"
"Lol when you're laying in bed and your phone slips out of your hand and hits you in the face. #angry😤😠","@jacobsmith2324"
"iOS8 isn't even compatible with my phone because I have a 4 and not a 4s #ANGRY.","@emmalinee15"
"maybe if all RAs were more like @Nikky_Ruiz they would have more fun and more friends #angry","@Christie_moran_"
"#Angry Mob Dump #Ukrainian MP #Vitaliy #Zhuravsky In #Garbage After Anti-#Protest #Bills! bit.ly/1AS7Mvl pic.twitter.com/8k2EWEy39n","@NeonNettle"
"I hate the word ""hoco"" it hurts my ears. #angry #lottapassion","@_brad_smith_6"
"Listen up ok...I've do e my utter best to make that memorial astounding, I don't need thieving bastards nicking off it. #Angry #RikMayall","@MemorialRik"
"@AhhGeeProd another cool episode guys... Just scares the fuck out of me that Michael Bell is trusted in educating our children #angry","@DeanoB24"
"never make a decision when you're #angry, and never make a promise when you're extremely #happy.","@PatrickHarb"
"Wow!!! the guy working at Gdynia docks is having a bad day #Angry #Shouting #ClamDownMan","@madskliski"
"Hi, I'm Rena and I'm here to announce that I hate Monday because it took away my weekend. #angry… instagram.com/p/s9QmVkQx6W/","@renalovelis"
"Heated arguments at the dinner table tonight #angry 😂","@emmarshall_20"
"Note to all: don't open your email at sunday evening. #fail #entrepreneur #angry","@sannajylanki"
"Another suspected beheading, cases like 9/11, 7/7 and Lee Rigby..... I'm completely gone with anger towards these type of people! #Angry","@Pratty_8"
"Chasing a girl round Kings Cross station shouting ""Oi blondie, do you fancy going on the piss with me?"" will NEVER get you a date! #Angry","@jennajones86"
"Goddamned dandelions I really thought you were dead you mother-fuckers! #botaiku #haiku #micropoetry #angry","@SusanPurr"
"@Two4Adventure Oh, that's just blatant negligence & friggin' RUDE. Argh! Finding stuff like that ticks me off. #angry","@ElfNDragon"
"When you feel so #angry that you want to walk away, learn to go into hyper-focus mode for understanding the other side.","@drgreghamlin"
"Power Athlete Radio - Episode 72: @kyleturley tells us how it is! #NFL #Music #Slayer #Angry powerathletehq.com/?p=10048","@johnwelbourn"
"Just reading about #ManchesterDogsHome horrific news. So hideously sad. If it was arson lock them up for life. Poor helpless dogs. #angry","@AndrewWright5"
"New addition to our wall! #Never #Go #To #Bed #Angry #Stay #Awake #And #Plot #Your #Revenge pic.twitter.com/a58yERtmDd","@Perykko33"
"09/11/01 The day those planes were used as weapons against the people & freedoms of the United States, is one I'll never forget #SAD #ANGRY","@EddieMcClintock"
"When your girlfriend leaves your car because she is angry #car #girl #angry vine.co/v/Oz3OglrFa3J","@AvnerDeuxFois"
"Wake up nan 😂😂😂 #Scotland #angry vine.co/v/OzYhal7ppq9","@jackjonestv"
"@gurl422 @EmilandDariel No... Their performance last night wasn't good. @nbcagt shouldn't have pushed them for the band & singers! 😤😖 #ANGRY","@Mary_2the_Mo"
"I'm gunna need a whole lotta Jesus during this 8 am class tmw #angry #cranky #zombie #s'cuteik","@JenniferTartini"
"Angry with friend or family? Settle matters before #bedtime. ""Be angry without sinning. Don’t go to bed #angry."" Eph 4:26 #anger #BibleVerse","@VoiceOfWiseGod"
"@talltighe @CanuckBassin No brainer. I saw it over the weekend - my boys did too. #angry #shocked","@LimeyBasstard"
"Are they kidding with this download? The version on my Sega Genesis in 98 had more features #disappointed #angry #NHL15 #NHL15Launch","@Seamaxwell"
"#angry#frustrated#whatpeopledointhenameofreligion#shame instagram.com/p/sspP62mcbH/","@ParvathyO_1303"
"#NFL #MichaelVick got sent to prison for dog fighting and he wasn't even there! #RayRice knocks a #womyn out cold! Suspended 2 games #angry","@tealovely69"
"WTF, a deer cull needed in the Midlands, someone needs to start culling the bloody idiots that come up with such ridiculous crap!! #angry","@jetimages"
"Two fire alarms in one night. And I have a Greek quiz in the morning. #angry","@the_samwilson"
"#Good #morning #life, Eforie Nord , #Romania #angry #sea #party #friends pic.twitter.com/NgxpXzY6gv","@verajustme"
"We have a govt that don't see, don't hear, don't listen, don't feel, don't know, don't represent, don't help, don't care, #angry","@SimonMcBurney"
"I'm PISSED #mad #angry #pissed #rant #rants #ranting #shopping #cereal #fail #fails #relatable #coupon #wtf... vine.co/v/MYdeXPiDFId","@HickoryBaconBoy"
"Why must cars 'think bike'? Why not bikes 'think car'? Bikers make up their own rules on the roads and car users take the blame! #angry","@beckyjenkinz"
"I think it should be considered a crime to put the Husker game on a channel that you have to order. #angry","@iJayHenry"
"Speak when you are very #angry, and you'll make the best speech you'll ever regret.","@TheWizKhalifa"
"Watchin for grandma to leave out #walmart #angry vine.co/v/h3YmvbOpX9a","@1Yunghorus"
"I urge people to boycot greedy fuck touts selling a £15 @royalblooduk ticket for more than 10x face value, not fair on original fans #angry","@Kezzafooluv"
"love reading a book & getting so into it that I get frustrated at what the main character does that I almost throw the book #goodread #angry","@JuliannaCox4"
"Here we go the bigfat bully Dee show just like the Helen bully show #cbbuk @bbuk so disgustingly fixed for the dregs of society towin #angry","@katiekileen1"
"When your mom pulls a blanket out of your closet and your bottle of captain Morgan hits her on the head.... #angry","@Jpino0813"
"dr appt forced me into morning commute-seldom happens-i must say there are a lot of seriously #pissedoff #angry drivers out there #latraffic","@paulmagers"
"#Angry Kids: Over a Dozen Ways to Help! #AngerManagement Find it all here:... fb.me/4iG8el81Y","@Kidlutions"
"#Lost #dog =#angry #woman #jaylainc ..hope we find it a home! #animals #LOL #couples instagram.com/p/sgFBoZFD2s/","@JayLaInc"
"Okay. Taylor needs to chill the hell out. She wouldn't know Max if it wasn't for Carter. #FindingCarter #angry #CrashIsStupid","@AyeItsJess1"
"I am still so pissed off at who won Got To Dance this year #GotToDance #angry","@ddeannalewiss"
"RT @MaliHalls: @wildlife_uk #Angry Great Black-backed Gull, LOL. pic.twitter.com/ZEzkwpZfZD","@wildlife_uk"
"#Angry? Take a deep breath before you speak, because your mouth acts quicker than your brain.","@the_speakmans"
"This is an outrage now what am I supposed to do all day. #angry pic.twitter.com/fDjfO2lZUz","@BGO0D"
"After todays near miss seriously considering a camera and giving a few drivers their five minutes of fame on Youtube #angry #bloodymotorists","@binstedman"
"#Disabled people in #Glasgow are #Angry and are voting #YES by a #LANDSLIDE fb.me/1KZa3vUA0","@blacktriangle1"
"#Tara} wife in situation #angry 😠😠 #biwikistyle 😂😂😂 pic.twitter.com/ZG7YUkWVMh","@ebiscene"
"@JhalakOnColors This is THE LIMIT where is @karantacker s performance #soannoyed #angry at @ColorsTV s partiality 👎😡","@sammyxjam"
"#worldhasgonemad child dying and parents in prison #AshyaKing #wtf #angry #news #wouldyoudothat #bbc #itvnews","@KateontheGreen"
"I don't like that Belgian movies are always in French, making me think they are French movies. Get your own language, Belgium! #ANGRY","@EricDSnider"
"#Solutions emerge when we get #angry in #justice for #injustice! ow.ly/meR7C #sextrafficking #hope","@pattylynnwyatt"
"An #angry #hurt Prem @DheerajDhoopar #29August2014episode pic.twitter.com/Cil16tHsNF","@Amina_Halim"
"@merbear1997 I deleted a tweet!!! Leave me alone!!! #bullied #sad #angry","@IsabelBeard4"
"Thoroughly disappointed with @Argos_Online.Delivery changed 3 times, inadequate contact.Will my bed ever come? #sleepingonthefloor #Angry","@LenskiSophie"
"The way Gary is being spoken to is sickening. Can't believe big brother is actually allowing that. #angry!! 😡","@KirstieMuir_"
"It is okay to be angry but it is never okay to be cruel. thequotetoday.org/it-is-okay-to-… #quote #angry pic.twitter.com/ASRqaaEbvc","@TheQuoteToday"
"Funny how emotions change your lift! Best lift iv had in a long time!! #angry #girlsareallthesame","@tompye5"
"So Iain really shouldn't have binned his baked alaska but why the hell did Diana take it out of the freezer!! #angry #gbbo","@GirlInTheTub"
"Devastated. ""He can't do that."" Other contestants shouldn't be able to sabotage each other #angry #gbbo","@KittheFox"
"I hate this fucking team. I hate mike Matheny. I hate Daniel descalso #angry","@siriusam0ry"
"I would accept a penalty but not like 20sec... It make a different between a shared 5th place and 10th place in GC #unreal #angry","@LouisVervaeke"
"@LandonBleau and @JDDavis4 are driving me insane.. #angry","@Callie_Rae08"
"@ShaughanA Shouldn't be anywhere near Parliament & Andrews can shove his chaplains up his clacker too! #Angry @craigjack36 @MikeCullen73","@YaThinkN"
"Piano improv! by Ray Sharp #piano #solopiano #aggressive #angry #pianomusic #church #improv #improvisation #newage youtu.be/MKW51pmniVc","@RaySharp5"
"me after first day of school #mad #angry #sad #depressed #ugly #hate #gross #nothappy pic.twitter.com/vMMNOtMmxG","@ShelbySaul"
"You say you love me, you make love to me, you leave. I can't believe it. I thought you really were the one for me 😥😪😰💔 #broken #angry #horny","@Ethan_scott23"
"Every time someone makes you #angry or #jealous, you become their puppet & they are pulling your strings... There is a better way to live ♥","@MichaelLevy"
"I was #rather taken aback by his #angry #reply. #TakeAback #PhrasalVerbs #English #LearnEnglish #vocabulary #ESL #EFL #ESOL #FCE #IELTS","@phrasal_info"
"@RedTedFlanagan gave me this for my birthday. Can't stop playing it. #them #angry young pic.twitter.com/tAyZ8zfHxW","@thegreenmurphy"
"Shoutout to EVERYONE who's doubting me, mark my words I'm coming for your HEAD & not letting up ! Coming for that # 1 spot! #angry","@Jus10edlerdavis"
"Long shift at #NottingHillCarnival! Arrested female for assaulting boyfriend #drunk #angry. Ended up in #Peckham. Just drying out...","@MPSStokeNewton"
"I mean- Darren works his fucking ass off to get where he is today and people always try to bring up his non existing girlfriend. #angry","@mz_jem"
"Now no tweet to #Ashna...will do only promotion,votes and trending...#Angry n nw wnt #peace..#NoExpectations #NoDissappointments..","@vijiwoo"
"All I want to do is watch Auburn football videos but my roommates are making me watch The Notebook instead #angry","@emhug12"
"it makes me so sad watching such a big group of people bullying gary all day, it's absolutely disgusting 😩 #angry #cbb","@abbiedeans7"
"#Another #Ferguson? Young Black Man Shot In Chest With Hands Cuffed Behind Back. Police Say Suicide. addictinginfo.org/2014/08/24/you… #ANGRY","@No2Speciesism1"
"#Foods That Can Make You #Angry — What makes me angry? When someone take my food w/out my permission =) bit.ly/1p4DGE2","@fitrepapp"
"fml fml fml school tomorrow #hell #hell #hell #death #death #death #y #no #help #tears #sosad #verymad #angry #cries #yme 😭😭😭😭😭😭😭😭😭😭y y no","@sophiamour28"
"#Conservatives/#Republicans want smaller gov't? Then stop trying to legislate my fucking vagina. #suckit #angry #birthcontrol","@autumnishleaves"
"Loving the fact I'm getting a bruise on my chin from my phone jamming into it when we got hit😑 #Angry","@Marissaaa1220"
"I can't wait til soccer season so when I go against bitches I don't like I can go hard. #angry","@beazer6"
"Anger Management issues? It helps to sit down and think about the problem. Really!! #angry #puppy #fixtheproblem pic.twitter.com/rqzD4YJNSW","@marleylilly"
"Islamic State beheading innocent people. Fuck off. #Angry","@FirmiSmo"
"'Abort and try again' ind.pn/YCY0Bn Dawkins on downs. If you have met someone with downs you will know they bring SO much. #angry","@kwelbyroberts"
"Anyone else out there #angry and #disgusted by all the lies are seeing on #TV about #Ferguson + #ISIS while the... fb.me/27NQ2VemN","@ALIPAC"
"#CBBUK that is outrageous and so disrespectful !!!! Not happy they should respect Gary he is a real celebrity unlike some of them #angry","@ladypatriciab"
"Hate tweeting stuff like that but you'd think now we've all left school nobody would be so outrageously pathetic to make up stuff #angry","@SianRodney"
"I can't even download anything on this iPad. #ANGRY😠😠😠","@jacobsmith2324"
"I need that money for the cruise or shall I sleep on Miami's streets before the cruise? #upset #desperated #angry","@JulieRich81"
"Anger is exhausting. I don't want to waste my #energy on being #angry. Stephen Warley ow.ly/yYK8s� #emotions #feelings #positive","@stephenwarley"
"Can't believe the service I just received from @schuh in peterborough! Felt so belittled.... #sarcastictwat #rude #angry","@charlee_cook"
"@corlett_james being back on the tools today has been fun shame about my labourer #sloppy #angry #alwaysmoaning pic.twitter.com/PmSrAiiW3s","@TonyTonyfuller5"
"So sick of self righteous morons spewing radical nonsense all over twitter. If you don't know shit, shut the hell up! #angry #crazy #bitch","@chicago0011"
"@pimpmytweeting @JazzyMerry @justiceforBigAl another thing that's wrong with this fukt up country and the bozos in charge of it #ANGRY!!!!","@Lacey_Nixon"
"Am I only feeling this or u gyz too huh!! No Beintehaa repeats,No Harsika IVs n no offscreen pics....urghhh!!!! #Angry >_<","@aasthatwitting"
"Just getting back from vacation and learning of the Ferguson shooting #sad #angry #praying #catchingup","@PastorHJW"
"Just added on Amazon please visit and share. The #Angry #Skull #Bottle #Opener amazon.com/dp/B00MT4CZ4O/… via @amazon Thanks. Chris Be well.","@gotbeeropener"
"Ireland, woman denied an abortion, made to wait until a forced caesarian, #angry, #depressed, another Irish tragedy, ow.ly/3otbbr","@aaocarroll"
"Racism and racist people really make my stomach churn. #disgusting #angry","@icesloly"
"Hate you if you read and no respond. Like why open it if you're not gonna reply😡 #angry","@CourtneyTribbey"
"Busy night tonight cos I'll be in all of your nightmares tonight @gfc_drung ..I'm coming for yous #gaa #intermediate #angry #hkcnifc","@seanhanley1991"
"#Teens: We know people are #angry but #America was not #founded on the idea you can just #TAKE something that isn't #yours.","@GOPTeens"
"I know this is Just a #cloud but I still wouldn't want to make it #angry pic.twitter.com/aNubgwCLBS","@SimonShinerock"
"worst feeling in the world leaving your phone in a taxi! and not having the taxi number! phone gone with 10 years of contacts! #angry","@jonnysteele22"
"Only i know how i reached home ! Roads have been waterlogged for rain ! what the hell our city corporation does!? #Angry","@Aarohi1971"
"I'm PISSED #mad #angry #pissed #rant #rants #ranting #shopping #cereal #fail #fails #relatable #coupon #wtf... vine.co/v/MYdeXPiDFId","@weirdpaul"
"When #talking to your #child, make sure you don't sound #angry or defensive, he will tune you out! #parenting #kids","@daily_parenting"
"James 1:9 Everyone should be quick to listen, slow to speak and slow to become #angry,","@100prayingwomen"
"64 days until I'm able to unleash the beast! 14-15 could be something special! #TimeWillTell #BELIEVE #ANGRY","@Coach_CZjr"
"The I hate everyone in the world look #hate #angry #somad #dave #mean #ijustwantfood pic.twitter.com/hy64dsinhy","@ashleyredinxo"
"RISE OF THE TOMB RAIDER BEING EXCLUSIVE FOR XBOX ONE MAKES ME WANT TO KICK A PUPPY. #ANGRY","@Tant_Agda"
"@StormBenedict @fieryverse wrote this the day i lost my friend #fieryverse #MadVerse #unfair #angry pic.twitter.com/86i7PG2fOq","@sumit_preksha"
"@titithedynamite Angry spoil things and make one regret for every act taken,i have learn to control my angry by letting things be.#ANGRY MGT","@malaji06"
"Mixed emotions during the Astros game w/ Kyle Walton #Baseball #angry #loop #Astros vine.co/v/MYm5XBzHnJ1","@andrewkusnerik"
"How can no one have been there for someone who made millions of people laugh, for decades? #Shocked #Crushed #Angry #Appalled #HeartBroken","@malinky2stoatir"
"I forgot to mention that I started writing my new album, unfortunately I've gone through 2 guitars already. #angry pic.twitter.com/TbRGpfW9bh","@TheTreeman2"
"National #symbol for an #Obama #Democrat ~ #brainless & #angry‼️@DrMartyFox @drscott_atlanta @WashingtonDCTea #tcot pic.twitter.com/aWnJoTMtkv","@tweet2u2"
"Sometimes when we are #disgusted #hurt #confused & #angry the best thing to do is keep and #pray #God help #us","@Dlovelyone79"
"#Looting & #violence never diffused a tense, #angry situation or resolved #injustice of a bad #police shooting. #Ferguson, #Missouri.","@newstruthliz"
"People on benefits that aren't even trying to get a job do not deserve to waste our money on unnecessary luxuries #angry","@jodiebee8"
"Let this be a lesson to eveyone in bands, dont piss me off or ill make sure to never book you for a show again #angry #butthurt #rescheduled","@DerekFlores69"
"@BloombergNews Watch takeoffjustlogo.org/takeoffjustlog… C Y we R #Outraged #Hurt #Angry By #RobertoCavalli #TakeOffJustLogo pic.twitter.com/TL3ElxsVUr”","@ShirvaniMahnaz"
"When you're #angry at your #child, imagine yourself relaxing by the ocean and your angry #feelings released out onto the tide #parenting","@daily_parenting"
"Bought a shelf from IKEA and there is a part missing... 😡 #angry","@JeanineAmapola"
"I remember when #LA wasn't such an #angry place to live...#unfortunate. #TooManyPeople w/ #TooManyIssues.","@YvetteNipar"
"""@riverasxjaymes: #angry pic.twitter.com/HWk1oQg0c3"" Lucy 'Crazy Eyes' Rivera","@sugarshaz19"
"Don’t waste your energy today being #angry. Turn the situation over to #God and let Him be your Vindicator. instagram.com/p/lBnRtFsmzX/","@Chr1stlike"
"Wanted to see Sam Hunt so bad at boots #Angry","@Walshyy17"
"@Chernynkaya @drpatsyp 😡 good thing we don't vote at same place I would've raised hell! I'm 47 and voted every time since turning 18 #angry","@mazzylynne"
"@parasaroraa @parasarorarp @itssubadra @Shaheer_S @theparasarora AAABBBBHHHIIIIIIIIIIIIIII #ANGRY via #Camera360# pic.twitter.com/HFzxY1jjFI","@sha_fanatic"
"Make me out of the race, also after my excuse is not the only way! @VoltaPortugal #disappointed #angry","@erryred"
"But why Belle isn't on the dvd cover? Seriously 0o Why there is Hook... PFFF. I don't understand them! #ouat #ridiculous #angry","@The_Rumbelle"
"Do you know what? It's SHIT LIKE THIS that pisses me off about this industry! I'm 30 so shoot me #angry pic.twitter.com/uuFv48Sptm","@emilyhartridge"
"in case any1 hasn't noticed, i am bloody #ANGRY! send in #nato 4 an #ISRAELI #regimechange just like #libya & #iraq! wheres #cameron?! #gaza","@ataur"
"Say that to my face! #cute #angry #bird #funny pic.twitter.com/QMqiYj7svU","@cuteness_galore"
"I just spent 10 minutes starting a pottermore account to only find out I'm a Hufflepuff. #angry","@sarahbustard"
"Good morning #Viners and super hot @vinrana1986 Pic collage~ #VinRana #ExpressionsKing #Sad #Happy #Angry #Shocked ♥ pic.twitter.com/QcYYMZNVYv","@vin_ers"
"Man King 810 makes me want to fucking deck a mother fucker #angry I love it","@whosrobertseed"
"#Hunger and tiredness can lead to #angry and physically #aggressive #behaviors in some #kids. #parenting","@daily_parenting"
